x,y,beacon1,beacon2,beacon3,beacon4,beacon5,beacon6
156.0,40.0,-81,-82,-78,-73,-81,-88
156.0,40.0,-79,-79,-79,-72,-83,-88
156.0,40.0,-78,-77,-79,-72,-85,-88
156.0,40.0,-78,-75,-78,-72,-86,-85
156.0,40.0,-77,-73,-76,-72,-87,-87
156.0,40.0,-78,-79,-81,-74,-85,-89
156.0,40.0,-78,-81,-88,-76,-83,-89
156.0,40.0,-78,-82,-89,-77,-81,-89
156.0,40.0,-78,-83,-88,-76,-81,-90
156.0,40.0,-78,-85,-88,-76,-82,-89
156.0,40.0,-81,-87,-83,-75,-88,-91
156.0,40.0,-82,-91,-81,-74,-92,-92
156.0,40.0,-83,-92,-80,-73,-94,-92
156.0,40.0,-83,-91,-80,-73,-95,-92
156.0,40.0,-83,-90,-78,-73,-92,-90
156.0,40.0,-81,-79,-76,-73,-86,-87
156.0,40.0,-80,-76,-75,-73,-82,-85
156.0,40.0,-79,-74,-75,-74,-80,-85
156.0,40.0,-78,-73,-75,-74,-79,-87
156.0,40.0,-79,-78,-79,-74,-78,-87
156.0,40.0,-79,-83,-84,-75,-80,-86
156.0,40.0,-79,-85,-86,-75,-79,-84
156.0,40.0,-79,-86,-89,-76,-79,-84
156.0,40.0,-79,-87,-90,-76,-79,-85
156.0,40.0,-81,-89,-85,-75,-83,-86
156.0,40.0,-82,-92,-82,-74,-89,-89
156.0,40.0,-83,-91,-80,-74,-91,-92
156.0,40.0,-83,-91,-79,-73,-92,-93
156.0,40.0,-83,-91,-79,-74,-92,-94
156.0,40.0,-82,-83,-76,-73,-85,-91
156.0,40.0,-81,-77,-75,-72,-82,-90
156.0,40.0,-80,-73,-74,-72,-81,-88
156.0,40.0,-80,-72,-74,-72,-79,-86
156.0,40.0,-80,-71,-74,-72,-78,-85
156.0,40.0,-79,-83,-81,-74,-80,-84
156.0,40.0,-79,-89,-83,-75,-81,-84
156.0,40.0,-79,-92,-85,-76,-81,-85
156.0,40.0,-78,-93,-85,-76,-81,-84
156.0,40.0,-79,-93,-86,-76,-83,-85
156.0,40.0,-82,-95,-83,-75,-89,-90
156.0,40.0,-84,-94,-81,-74,-92,-92
156.0,40.0,-85,-93,-79,-73,-94,-95
156.0,40.0,-86,-93,-79,-73,-95,-95
156.0,40.0,-85,-90,-78,-73,-92,-94
156.0,40.0,-81,-80,-77,-72,-86,-89
156.0,40.0,-79,-76,-75,-72,-84,-86
156.0,40.0,-78,-75,-75,-73,-82,-85
156.0,40.0,-79,-74,-75,-72,-82,-84
156.0,40.0,-78,-78,-80,-73,-82,-84
156.0,40.0,-78,-81,-86,-74,-82,-84
156.0,40.0,-78,-83,-89,-74,-82,-84
156.0,40.0,-79,-84,-91,-75,-81,-85
156.0,40.0,-79,-87,-93,-75,-82,-87
156.0,40.0,-82,-90,-89,-75,-86,-89
156.0,40.0,-83,-91,-84,-74,-91,-89
156.0,40.0,-84,-93,-82,-74,-91,-89
156.0,40.0,-84,-92,-81,-73,-91,-89
156.0,40.0,-85,-91,-80,-73,-90,-89
156.0,40.0,-82,-83,-77,-73,-86,-87
156.0,40.0,-79,-77,-76,-73,-82,-85
156.0,80.0,-88,-82,-79,-81,-79,-92
156.0,80.0,-88,-78,-77,-79,-77,-92
156.0,80.0,-90,-76,-75,-78,-76,-92
156.0,80.0,-91,-76,-73,-76,-74,-93
156.0,80.0,-91,-76,-72,-75,-74,-93
156.0,80.0,-88,-77,-74,-75,-77,-90
156.0,80.0,-84,-77,-78,-75,-79,-88
156.0,80.0,-83,-76,-78,-77,-79,-87
156.0,80.0,-84,-75,-79,-80,-77,-87
156.0,80.0,-84,-74,-81,-82,-81,-87
156.0,80.0,-86,-78,-82,-84,-79,-88
156.0,80.0,-85,-82,-82,-84,-77,-90
156.0,80.0,-85,-84,-81,-85,-76,-89
156.0,80.0,-84,-82,-81,-85,-76,-89
156.0,80.0,-84,-81,-83,-85,-76,-90
156.0,80.0,-82,-76,-77,-80,-71,-85
156.0,80.0,-83,-73,-76,-76,-69,-83
156.0,80.0,-83,-71,-74,-74,-68,-81
156.0,80.0,-83,-70,-73,-72,-67,-82
156.0,80.0,-83,-70,-73,-72,-70,-83
156.0,80.0,-85,-73,-77,-77,-76,-85
156.0,80.0,-85,-74,-79,-80,-79,-86
156.0,80.0,-85,-74,-79,-82,-82,-86
156.0,80.0,-84,-74,-80,-82,-83,-86
156.0,80.0,-84,-75,-81,-83,-82,-86
156.0,80.0,-85,-79,-81,-84,-78,-87
156.0,80.0,-85,-80,-82,-85,-76,-88
156.0,80.0,-84,-81,-82,-86,-75,-88
156.0,80.0,-84,-81,-81,-87,-74,-89
156.0,80.0,-83,-78,-79,-85,-72,-87
156.0,80.0,-83,-74,-77,-79,-69,-84
156.0,80.0,-82,-72,-74,-75,-68,-82
156.0,80.0,-80,-70,-73,-73,-67,-83
156.0,80.0,-79,-69,-72,-72,-67,-80
156.0,80.0,-81,-71,-76,-73,-74,-84
156.0,80.0,-82,-74,-79,-78,-78,-87
156.0,80.0,-84,-74,-79,-80,-79,-88
156.0,80.0,-86,-75,-80,-82,-80,-88
156.0,80.0,-87,-74,-80,-83,-79,-88
156.0,80.0,-83,-77,-82,-85,-77,-89
156.0,80.0,-81,-79,-82,-84,-75,-87
156.0,80.0,-80,-80,-81,-84,-74,-85
156.0,80.0,-81,-81,-82,-85,-74,-84
156.0,80.0,-82,-80,-81,-85,-74,-84
156.0,80.0,-80,-75,-77,-78,-70,-82
156.0,80.0,-82,-72,-73,-75,-68,-81
156.0,80.0,-84,-71,-72,-73,-68,-80
156.0,80.0,-82,-70,-72,-72,-67,-80
156.0,80.0,-83,-72,-73,-73,-69,-80
156.0,80.0,-85,-74,-77,-78,-77,-81
156.0,80.0,-87,-75,-79,-82,-79,-81
156.0,80.0,-86,-76,-81,-84,-81,-82
156.0,80.0,-87,-76,-81,-85,-81,-81
156.0,80.0,-85,-77,-81,-85,-80,-82
156.0,80.0,-82,-81,-80,-86,-78,-83
156.0,80.0,-81,-83,-80,-86,-77,-83
156.0,80.0,-81,-84,-80,-86,-76,-84
156.0,80.0,-81,-85,-80,-88,-75,-84
156.0,80.0,-80,-80,-77,-84,-72,-83
156.0,80.0,-80,-75,-74,-78,-69,-82
156.0,120.0,-81,-78,-90,-81,-73,-94
156.0,120.0,-83,-78,-88,-80,-72,-92
156.0,120.0,-85,-80,-84,-83,-71,-93
156.0,120.0,-87,-83,-83,-82,-70,-92
156.0,120.0,-88,-82,-83,-80,-71,-91
156.0,120.0,-87,-79,-85,-79,-70,-90
156.0,120.0,-87,-78,-85,-77,-71,-83
156.0,120.0,-85,-77,-84,-78,-71,-78
156.0,120.0,-83,-78,-85,-78,-72,-76
156.0,120.0,-82,-78,-88,-78,-71,-74
156.0,120.0,-81,-79,-87,-77,-71,-73
156.0,120.0,-83,-77,-85,-78,-72,-73
156.0,120.0,-84,-76,-84,-79,-72,-78
156.0,120.0,-83,-75,-83,-79,-72,-78
156.0,120.0,-85,-75,-83,-80,-72,-84
156.0,120.0,-84,-75,-83,-80,-72,-84
156.0,120.0,-86,-75,-83,-78,-70,-84
156.0,120.0,-87,-75,-86,-77,-69,-94
156.0,120.0,-87,-75,-88,-77,-69,-94
156.0,120.0,-87,-75,-87,-76,-69,-96
156.0,120.0,-85,-75,-85,-77,-68,-92
156.0,120.0,-84,-76,-86,-77,-70,-79
156.0,120.0,-83,-77,-88,-78,-70,-76
156.0,120.0,-83,-78,-89,-78,-71,-74
156.0,120.0,-81,-77,-88,-78,-71,-73
156.0,120.0,-81,-77,-89,-79,-72,-74
156.0,120.0,-83,-76,-85,-78,-72,-80
156.0,120.0,-84,-76,-84,-79,-72,-80
156.0,120.0,-85,-76,-84,-79,-73,-88
156.0,120.0,-87,-76,-84,-79,-73,-91
156.0,120.0,-89,-76,-84,-79,-72,-94
156.0,120.0,-89,-76,-84,-79,-70,-94
156.0,120.0,-89,-76,-85,-78,-70,-94
156.0,120.0,-90,-75,-84,-78,-69,-91
156.0,120.0,-88,-75,-84,-78,-69,-88
156.0,120.0,-87,-76,-86,-78,-70,-84
156.0,120.0,-85,-77,-88,-77,-71,-78
156.0,120.0,-86,-77,-87,-77,-72,-75
156.0,120.0,-85,-77,-88,-77,-72,-74
156.0,120.0,-84,-77,-88,-77,-72,-73
156.0,120.0,-85,-76,-86,-78,-72,-73
156.0,120.0,-85,-76,-84,-79,-73,-73
156.0,120.0,-84,-76,-84,-79,-73,-73
156.0,120.0,-84,-76,-83,-80,-73,-79
156.0,120.0,-83,-76,-83,-81,-74,-91
156.0,120.0,-84,-76,-83,-79,-71,-92
156.0,120.0,-85,-76,-84,-78,-70,-94
156.0,120.0,-84,-76,-84,-78,-69,-97
156.0,120.0,-85,-77,-84,-77,-69,-97
156.0,120.0,-85,-76,-85,-77,-69,-92
156.0,120.0,-85,-77,-87,-78,-71,-81
156.0,120.0,-85,-78,-87,-78,-71,-77
156.0,120.0,-84,-77,-87,-79,-72,-75
156.0,120.0,-85,-77,-85,-79,-72,-73
156.0,120.0,-86,-77,-86,-79,-72,-75
156.0,120.0,-86,-76,-85,-80,-73,-75
156.0,120.0,-86,-76,-83,-80,-73,-87
156.0,120.0,-85,-75,-82,-80,-73,-91
156.0,120.0,-85,-75,-83,-81,-73,-95
156.0,120.0,-85,-75,-84,-80,-72,-93
156.0,160.0,-90,-80,-77,-76,-80,-81
156.0,160.0,-90,-80,-78,-76,-78,-81
156.0,160.0,-85,-76,-76,-76,-74,-79
156.0,160.0,-83,-73,-75,-74,-73,-77
156.0,160.0,-80,-72,-74,-73,-71,-76
156.0,160.0,-80,-71,-75,-73,-71,-77
156.0,160.0,-79,-71,-75,-73,-70,-76
156.0,160.0,-78,-68,-76,-76,-68,-78
156.0,160.0,-78,-65,-77,-78,-68,-78
156.0,160.0,-78,-65,-77,-79,-67,-79
156.0,160.0,-79,-65,-78,-80,-67,-79
156.0,160.0,-80,-65,-78,-81,-67,-79
156.0,160.0,-85,-75,-77,-80,-73,-80
156.0,160.0,-86,-79,-77,-79,-75,-79
156.0,160.0,-87,-81,-77,-78,-77,-79
156.0,160.0,-87,-82,-77,-78,-78,-79
156.0,160.0,-86,-81,-76,-77,-78,-79
156.0,160.0,-82,-75,-75,-75,-74,-78
156.0,160.0,-80,-71,-75,-74,-72,-77
156.0,160.0,-79,-70,-74,-74,-71,-77
156.0,160.0,-79,-70,-74,-74,-71,-77
156.0,160.0,-79,-69,-75,-76,-70,-77
156.0,160.0,-80,-66,-76,-78,-68,-78
156.0,160.0,-80,-65,-77,-80,-67,-78
156.0,160.0,-80,-65,-77,-81,-67,-78
156.0,160.0,-80,-65,-77,-81,-67,-78
156.0,160.0,-83,-72,-77,-80,-70,-79
156.0,160.0,-86,-78,-77,-79,-75,-79
156.0,160.0,-88,-81,-77,-78,-76,-79
156.0,160.0,-88,-82,-77,-78,-77,-79
156.0,160.0,-89,-83,-77,-77,-77,-79
156.0,160.0,-84,-78,-76,-76,-75,-78
156.0,160.0,-82,-75,-75,-75,-73,-77
156.0,160.0,-81,-72,-75,-74,-71,-77
156.0,160.0,-80,-71,-75,-74,-72,-77
156.0,160.0,-79,-71,-74,-74,-72,-77
156.0,160.0,-80,-68,-76,-76,-69,-79
156.0,160.0,-80,-66,-77,-79,-68,-80
156.0,160.0,-81,-65,-77,-80,-67,-80
156.0,160.0,-81,-65,-77,-80,-67,-80
156.0,160.0,-81,-66,-77,-80,-67,-80
156.0,160.0,-85,-75,-77,-79,-73,-79
156.0,160.0,-86,-79,-77,-78,-75,-78
156.0,160.0,-87,-82,-76,-77,-76,-78
156.0,160.0,-88,-83,-76,-76,-77,-78
156.0,160.0,-87,-81,-76,-76,-76,-78
156.0,160.0,-82,-75,-76,-75,-74,-77
156.0,160.0,-81,-73,-75,-74,-73,-77
156.0,160.0,-80,-71,-75,-74,-72,-77
156.0,160.0,-79,-71,-75,-74,-72,-76
156.0,160.0,-79,-69,-76,-75,-70,-77
156.0,160.0,-79,-65,-77,-79,-68,-78
156.0,160.0,-79,-65,-78,-80,-67,-78
156.0,160.0,-79,-65,-78,-80,-67,-79
156.0,160.0,-80,-65,-77,-81,-67,-80
156.0,160.0,-83,-70,-77,-81,-68,-80
156.0,160.0,-86,-76,-77,-80,-72,-79
156.0,160.0,-91,-79,-78,-78,-76,-79
156.0,160.0,-91,-79,-78,-77,-78,-79
156.0,160.0,-92,-77,-79,-77,-80,-79
156.0,200.0,-83,-75,-81,-90,-66,-82
156.0,200.0,-84,-75,-78,-90,-65,-82
156.0,200.0,-86,-75,-76,-88,-64,-80
156.0,200.0,-86,-74,-75,-89,-63,-79
156.0,200.0,-88,-73,-75,-89,-65,-78
156.0,200.0,-91,-73,-75,-88,-68,-77
156.0,200.0,-94,-73,-74,-87,-70,-77
156.0,200.0,-94,-73,-74,-87,-71,-77
156.0,200.0,-93,-73,-74,-87,-72,-78
156.0,200.0,-91,-76,-76,-88,-74,-82
156.0,200.0,-90,-85,-79,-90,-76,-82
156.0,200.0,-90,-89,-80,-91,-76,-82
156.0,200.0,-90,-90,-80,-92,-76,-82
156.0,200.0,-89,-91,-81,-93,-76,-92
156.0,200.0,-87,-83,-77,-91,-70,-86
156.0,200.0,-86,-78,-75,-90,-66,-82
156.0,200.0,-85,-76,-74,-89,-64,-81
156.0,200.0,-85,-75,-74,-89,-63,-80
156.0,200.0,-84,-74,-74,-88,-62,-81
156.0,200.0,-87,-74,-74,-86,-66,-80
156.0,200.0,-88,-73,-74,-85,-69,-79
156.0,200.0,-89,-73,-74,-85,-71,-79
156.0,200.0,-89,-73,-74,-85,-72,-79
156.0,200.0,-89,-73,-75,-84,-72,-79
156.0,200.0,-89,-77,-77,-86,-75,-86
156.0,200.0,-89,-83,-79,-88,-75,-89
156.0,200.0,-88,-87,-79,-90,-76,-92
156.0,200.0,-89,-89,-80,-91,-76,-93
156.0,200.0,-87,-87,-79,-92,-73,-90
156.0,200.0,-86,-80,-78,-90,-66,-85
156.0,200.0,-86,-76,-76,-89,-64,-82
156.0,200.0,-85,-75,-75,-89,-63,-81
156.0,200.0,-85,-75,-75,-88,-63,-81
156.0,200.0,-86,-73,-75,-87,-65,-80
156.0,200.0,-88,-73,-74,-86,-69,-79
156.0,200.0,-89,-73,-74,-85,-71,-79
156.0,200.0,-89,-73,-74,-85,-71,-79
156.0,200.0,-89,-73,-75,-84,-72,-78
156.0,200.0,-90,-77,-76,-86,-74,-83
156.0,200.0,-90,-84,-78,-89,-75,-90
156.0,200.0,-90,-87,-80,-91,-76,-94
156.0,200.0,-89,-88,-80,-92,-76,-95
156.0,200.0,-89,-89,-80,-92,-76,-96
156.0,200.0,-87,-84,-78,-92,-71,-90
156.0,200.0,-86,-78,-76,-91,-66,-85
156.0,200.0,-86,-76,-76,-90,-64,-83
156.0,200.0,-86,-75,-75,-89,-63,-83
156.0,200.0,-86,-75,-75,-89,-63,-82
156.0,200.0,-88,-74,-75,-87,-68,-81
156.0,200.0,-89,-73,-75,-86,-70,-80
156.0,200.0,-89,-73,-75,-85,-72,-80
156.0,200.0,-89,-73,-75,-85,-72,-78
156.0,200.0,-90,-73,-75,-85,-72,-78
156.0,200.0,-89,-82,-78,-88,-74,-78
156.0,200.0,-89,-88,-79,-90,-75,-82
156.0,200.0,-88,-90,-79,-91,-76,-90
156.0,200.0,-89,-90,-79,-92,-76,-95
156.0,200.0,-88,-88,-79,-93,-73,-94
156.0,200.0,-86,-80,-77,-91,-68,-87
156.0,200.0,-86,-77,-75,-90,-64,-84
156.0,240.0,-91,-83,-74,-80,-71,-82
156.0,240.0,-91,-85,-74,-80,-71,-82
156.0,240.0,-90,-84,-77,-79,-73,-80
156.0,240.0,-87,-80,-75,-84,-74,-79
156.0,240.0,-86,-79,-75,-85,-74,-79
156.0,240.0,-85,-78,-75,-85,-74,-79
156.0,240.0,-85,-78,-75,-84,-74,-79
156.0,240.0,-83,-77,-75,-83,-74,-79
156.0,240.0,-81,-75,-74,-84,-72,-78
156.0,240.0,-79,-73,-74,-84,-70,-77
156.0,240.0,-79,-73,-74,-83,-70,-77
156.0,240.0,-79,-73,-74,-83,-69,-76
156.0,240.0,-83,-78,-76,-81,-70,-76
156.0,240.0,-88,-86,-78,-80,-71,-77
156.0,240.0,-90,-89,-79,-79,-72,-77
156.0,240.0,-91,-92,-79,-78,-72,-77
156.0,240.0,-92,-94,-80,-78,-72,-77
156.0,240.0,-89,-88,-78,-79,-73,-78
156.0,240.0,-86,-82,-77,-81,-74,-79
156.0,240.0,-85,-80,-76,-82,-74,-79
156.0,240.0,-84,-78,-75,-83,-74,-79
156.0,240.0,-83,-77,-75,-83,-74,-79
156.0,240.0,-80,-75,-74,-83,-71,-78
156.0,240.0,-78,-73,-73,-83,-70,-78
156.0,240.0,-78,-73,-73,-83,-69,-78
156.0,240.0,-78,-72,-73,-84,-69,-77
156.0,240.0,-77,-72,-73,-84,-68,-77
156.0,240.0,-85,-81,-75,-82,-70,-77
156.0,240.0,-89,-87,-77,-80,-71,-77
156.0,240.0,-90,-89,-77,-79,-71,-77
156.0,240.0,-91,-92,-78,-79,-72,-76
156.0,240.0,-91,-91,-77,-79,-72,-77
156.0,240.0,-87,-84,-76,-81,-73,-78
156.0,240.0,-85,-80,-76,-82,-74,-78
156.0,240.0,-84,-79,-75,-82,-74,-79
156.0,240.0,-84,-78,-76,-82,-74,-80
156.0,240.0,-82,-77,-76,-82,-73,-79
156.0,240.0,-80,-75,-75,-83,-71,-78
156.0,240.0,-79,-74,-74,-84,-70,-77
156.0,240.0,-78,-73,-73,-84,-70,-77
156.0,240.0,-78,-73,-73,-84,-69,-77
156.0,240.0,-84,-80,-74,-83,-69,-77
156.0,240.0,-87,-84,-77,-82,-71,-77
156.0,240.0,-89,-89,-78,-80,-72,-76
156.0,240.0,-90,-91,-79,-79,-72,-76
156.0,240.0,-92,-93,-80,-79,-72,-76
156.0,240.0,-89,-86,-78,-79,-72,-78
156.0,240.0,-87,-81,-76,-80,-74,-79
156.0,240.0,-85,-79,-75,-81,-74,-79
156.0,240.0,-84,-78,-75,-82,-74,-80
156.0,240.0,-83,-77,-74,-82,-74,-80
156.0,240.0,-80,-76,-74,-83,-72,-79
156.0,240.0,-79,-74,-74,-84,-70,-78
156.0,240.0,-77,-73,-74,-84,-69,-78
156.0,240.0,-77,-73,-73,-84,-69,-79
156.0,240.0,-77,-73,-73,-84,-68,-78
156.0,240.0,-85,-84,-76,-82,-70,-78
156.0,240.0,-90,-89,-77,-81,-71,-77
156.0,240.0,-91,-91,-78,-80,-71,-77
156.0,240.0,-93,-92,-79,-79,-71,-77
156.0,280.0,-89,-78,-77,-82,-77,-78
156.0,280.0,-89,-77,-78,-81,-75,-78
156.0,280.0,-90,-77,-80,-81,-73,-78
156.0,280.0,-89,-77,-82,-81,-73,-79
156.0,280.0,-85,-76,-80,-85,-75,-73
156.0,280.0,-83,-75,-79,-85,-75,-70
156.0,280.0,-82,-75,-79,-85,-77,-68
156.0,280.0,-81,-75,-79,-85,-76,-67
156.0,280.0,-80,-76,-77,-84,-77,-67
156.0,280.0,-83,-74,-80,-83,-78,-68
156.0,280.0,-85,-73,-82,-82,-78,-70
156.0,280.0,-86,-73,-82,-81,-79,-71
156.0,280.0,-87,-73,-83,-80,-79,-71
156.0,280.0,-86,-73,-82,-79,-78,-72
156.0,280.0,-88,-75,-81,-79,-74,-76
156.0,280.0,-88,-76,-81,-78,-73,-78
156.0,280.0,-89,-77,-82,-78,-71,-79
156.0,280.0,-89,-77,-81,-78,-71,-80
156.0,280.0,-86,-77,-81,-78,-72,-77
156.0,280.0,-83,-76,-79,-81,-74,-72
156.0,280.0,-82,-76,-79,-82,-75,-69
156.0,280.0,-81,-76,-78,-83,-76,-68
156.0,280.0,-81,-76,-78,-83,-76,-67
156.0,280.0,-82,-75,-79,-83,-77,-68
156.0,280.0,-84,-74,-81,-81,-78,-69
156.0,280.0,-86,-74,-82,-81,-79,-70
156.0,280.0,-87,-73,-83,-80,-79,-70
156.0,280.0,-88,-73,-83,-80,-79,-71
156.0,280.0,-88,-75,-82,-79,-77,-74
156.0,280.0,-88,-75,-81,-79,-73,-77
156.0,280.0,-88,-76,-80,-79,-72,-79
156.0,280.0,-89,-77,-81,-79,-71,-79
156.0,280.0,-88,-77,-82,-79,-71,-80
156.0,280.0,-86,-77,-80,-79,-73,-75
156.0,280.0,-83,-76,-78,-81,-74,-71
156.0,280.0,-82,-76,-78,-82,-75,-69
156.0,280.0,-82,-77,-78,-84,-76,-68
156.0,280.0,-81,-77,-78,-87,-75,-69
156.0,280.0,-85,-76,-81,-85,-79,-70
156.0,280.0,-86,-75,-83,-85,-82,-70
156.0,280.0,-86,-74,-83,-83,-81,-74
156.0,280.0,-86,-74,-82,-82,-80,-73
156.0,280.0,-85,-73,-81,-81,-79,-72
156.0,280.0,-87,-75,-81,-80,-74,-76
156.0,280.0,-87,-76,-81,-78,-72,-78
156.0,280.0,-88,-76,-81,-78,-71,-80
156.0,280.0,-89,-77,-81,-78,-71,-82
156.0,280.0,-88,-76,-82,-79,-73,-80
156.0,280.0,-85,-76,-80,-82,-76,-73
156.0,280.0,-82,-76,-79,-84,-76,-70
156.0,280.0,-81,-76,-78,-83,-75,-69
156.0,280.0,-80,-76,-78,-84,-76,-68
156.0,280.0,-82,-75,-79,-82,-77,-69
156.0,280.0,-85,-74,-81,-82,-78,-70
156.0,280.0,-86,-74,-82,-81,-78,-71
156.0,280.0,-87,-74,-81,-80,-78,-71
156.0,280.0,-86,-73,-81,-80,-77,-71
156.0,280.0,-87,-74,-81,-80,-75,-74
156.0,280.0,-87,-76,-81,-79,-73,-76
156.0,280.0,-88,-77,-81,-79,-72,-78
156.0,320.0,-88,-77,-73,-83,-78,-73
156.0,320.0,-89,-77,-72,-85,-77,-73
156.0,320.0,-89,-77,-71,-85,-77,-75
156.0,320.0,-88,-80,-71,-87,-79,-76
156.0,320.0,-88,-85,-72,-91,-77,-77
156.0,320.0,-87,-87,-73,-93,-76,-77
156.0,320.0,-86,-87,-73,-95,-76,-78
156.0,320.0,-87,-87,-73,-96,-77,-78
156.0,320.0,-88,-83,-75,-88,-76,-79
156.0,320.0,-89,-78,-78,-83,-76,-79
156.0,320.0,-89,-76,-79,-80,-76,-79
156.0,320.0,-91,-74,-80,-78,-76,-78
156.0,320.0,-90,-74,-80,-77,-76,-79
156.0,320.0,-91,-75,-76,-79,-76,-78
156.0,320.0,-91,-75,-73,-81,-77,-77
156.0,320.0,-89,-75,-72,-82,-78,-76
156.0,320.0,-89,-76,-72,-82,-78,-76
156.0,320.0,-89,-76,-72,-83,-78,-75
156.0,320.0,-86,-81,-73,-86,-78,-76
156.0,320.0,-86,-84,-73,-90,-77,-77
156.0,320.0,-85,-86,-73,-93,-78,-78
156.0,320.0,-86,-86,-74,-95,-77,-78
156.0,320.0,-87,-86,-74,-96,-78,-79
156.0,320.0,-87,-80,-76,-86,-77,-81
156.0,320.0,-86,-76,-78,-82,-77,-82
156.0,320.0,-87,-75,-79,-80,-77,-83
156.0,320.0,-87,-74,-79,-78,-76,-84
156.0,320.0,-87,-74,-79,-78,-76,-83
156.0,320.0,-89,-76,-75,-81,-77,-78
156.0,320.0,-89,-76,-73,-82,-78,-76
156.0,320.0,-90,-76,-72,-83,-78,-75
156.0,320.0,-90,-76,-72,-82,-78,-74
156.0,320.0,-89,-80,-72,-85,-78,-75
156.0,320.0,-87,-83,-73,-91,-78,-77
156.0,320.0,-86,-86,-74,-93,-78,-78
156.0,320.0,-86,-88,-74,-95,-77,-78
156.0,320.0,-86,-89,-74,-96,-77,-78
156.0,320.0,-87,-84,-76,-89,-77,-79
156.0,320.0,-88,-78,-78,-85,-76,-79
156.0,320.0,-89,-76,-79,-81,-76,-80
156.0,320.0,-90,-75,-79,-79,-75,-79
156.0,320.0,-90,-75,-80,-78,-75,-80
156.0,320.0,-90,-75,-76,-79,-76,-78
156.0,320.0,-90,-76,-74,-81,-77,-76
156.0,320.0,-90,-76,-72,-82,-78,-75
156.0,320.0,-90,-76,-72,-82,-78,-75
156.0,320.0,-90,-76,-72,-83,-78,-74
156.0,320.0,-89,-82,-73,-87,-78,-76
156.0,320.0,-87,-86,-73,-90,-78,-77
156.0,320.0,-86,-89,-73,-93,-77,-78
156.0,320.0,-85,-89,-74,-97,-77,-78
156.0,320.0,-85,-87,-74,-97,-77,-78
156.0,320.0,-87,-80,-77,-84,-77,-80
156.0,320.0,-89,-77,-79,-80,-76,-80
156.0,320.0,-90,-76,-80,-78,-75,-80
156.0,320.0,-90,-75,-80,-77,-75,-80
156.0,320.0,-91,-75,-78,-78,-77,-80
156.0,320.0,-90,-76,-76,-81,-78,-77
156.0,320.0,-90,-76,-74,-83,-77,-76
